Name,Size,Type,CR,AC,HP,Speeds,Align.,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,WRI,Senses,Languages,Additional,Font,Author
"Demon, Maurezhi",Medium,Fiend (Demon),7.00,15,88,30,CE,14,17,12,11,12,15,None,Deception,"Coldres, fireres, lightningres, necroticres, nonmagicalres, poisonimmu, charmedimmu, exhaustionimmu, poisonedimmu",Darkvision 120,"Abyssal, Elvish, telepathy 120","Assume Form, Magic Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
"Devil, Abishai, Black",Medium,Fiend (Devil),7.00,15,58,"30, fly 40",LE,14,17,14,13,16,11,"DEX, WIS","Perception, Stealth","COldres, nonmagicalres, nonsilveredres, acidimmu, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Draconic, Infernal, telepathy 120","Devil's Sight, Magic Resistance, Magic Weapons, Shadow Stealth",Mordenkainen's Tome of Foes,Wizards of the Coast
"Dragon, Chromatic, Black, Young",Large,Dragon,7.00,18,127,"40, 80 fly, swim 40",CE,19,14,17,12,11,15,"DEX, CON, WIS, CHA","Perception, Stealth",Acidimmu,"Blindsight 10, darkvision 60",Draconic,Amphibious,Monster Manual,Wizards of the Coast
"Dragon, Metallic, Copper, Young",Large,Dragon,7.00,17,119,"40, climb 40, fly 80",CG,19,12,17,16,13,15,"DEX, CON, WIS, CHA","Deception, Perception, Stealth",Acidimmu,"Blindsight 30, darkvision 120","Common, Draconic",None,Monster Manual,Wizards of the Coast
Dragonsoul,Medium,Humanoid (Human),7.00,16,110,30,NE,11,18,14,13,12,16,WIS,"Deception, Stealth","Acidres, coldres, fireres, lightningres, poisonres",Normal,"Common, Draconic, Infernal","Dragon Fanatic, Fanatic Advantage, Limited Flight, Pack Tactics",Rise of Tiamat,Wizards of the Coast
Drow Mage,Medium,Humanoid,7.00,12,45,30,NE,9,14,10,17,13,12,None,"Arcana, Deception, Perception, Stealth",None,Darkvision 120,"Elvish, Undercommon","Fey Ancestry, Innate Spellcasting, Normal Spellcasting, Sunlight Sensitivity",Monster Manual,Wizards of the Coast
"Elemental Myrmidon, Air",Medium,Elemental,7.00,18,117,"30, fly 30",N,18,14,14,9,10,10,None,None,"Lightningres, thunderres, nonmagicalres, poisonimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",Darkvision 60,"Auran, Any",Magic Weapons,Mordenkainen's Tome of Foes,Wizards of the Coast
"Elemental Myrmidon, Earth",Medium,Elemental,7.00,18,127,30,N,18,10,17,8,10,10,None,None,"Nonmagicalres, poisonimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",Darkvision 60,"Terran, Any",Magic Weapons,Mordenkainen's Tome of Foes,Wizards of the Coast
"Elemental Myrmidon, Fire",Medium,Elemental,7.00,18,123,40,N,13,18,15,9,10,10,None,None,"Nonmagicalres, fireimmu, poisonimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",Darkvision 60,"Ignan, Any","Illumination, Magic Weapons, Water Susceptibility",Mordenkainen's Tome of Foes,Wizards of the Coast
"Elemental Myrmidon, Water",Medium,Elemental,7.00,18,127,"40, swim 40",N,18,14,15,8,10,10,None,None,"Acidres, nonmagicalres, poisonimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",Darkvision 60,"Aquan, Any",Magic Weapons,Mordenkainen's Tome of Foes,Wizards of the Coast
"Giant, Stone",Huge,Giant,7.00,17,126,40,N,23,15,20,10,12,9,"DEX, CON, WIS","Athletics, Perception",None,Darkvision 60,Giant,Stone Camouflage,Monster Manual,Wizards of the Coast
Grick Alpha,Medium,Monstrosity,7.00,18,75,"30, climb 30",N,18,16,15,4,14,9,None,None,Nonmagicalres,Darkvision 60,None,Stone Camouflage,Monster Manual,Wizards of the Coast
"Hag, Bheur",Medium,Fey,7.00,17,91,30,CE,13,16,14,12,13,16,WIS,"Nature, Perception, Stealth, Survival",Coldimmu,Darkvision 60,"Auran, Common, Giant","Graystaff Magic, Ice Walk, Innate Spellcasting",Volo's Guide to Monsters,Wizards of the Coast
Korred,Small,Fey,7.00,17,102,"30, burrow 30",CN,23,14,20,10,15,9,None,"Athletics, Perception, Stealth",Nonmagicalres,"Darkvision 120, tremorsense 120","Dwarvish, Gnomish, Sylvan, Terran, Undercommon","Command Hair, Innate Spellcasting, Stone Camouflage, Stone's Strength",Volo's Guide to Monsters,Wizards of the Coast
Mind Flayer,Medium,Aberration,7.00,15,71,30,LE,11,12,12,19,17,17,"INT, WIS, CHA","Arcana, Deception, Insight, Perception, Persuasion, Stealth",None,"Darkvision 120,","Deep Speech, Undercommon, telepathy 120","Magic Resistance, Innate Spellcasting (Psionics)",Monster Manual,Wizards of the Coast
"Misc. Creature, Giant Ape",Huge,Beast,7.00,12,157,"40, climb 40",U,23,14,18,7,12,7,None,"Athletics, Perception",None,Normal,None,None,Monster Manual,Wizards of the Coast
"NPC, Warlock of the Fiend",Medium,Humanoid (Any Race),7.00,12,78,30,ANY,10,14,15,12,12,18,"WIS, CHA","Arcana, Deception, Persuasion, Religion","Nonmagicalres, nonsilveredres",Darkvision 60,Any,"Innate SPellcasting, Normal Spellcasting, Dark One's Own Luck",Volo's Guide to Monsters,Wizards of the Coast
Oni,Large,Giant,7.00,16,110,"30, fly 30",LE,19,11,16,14,12,15,"DEX, CON, WIS, CHA","Arcana, Deception, Perception",None,Darkvision 60,"Common, Giant","Innate Spellcasting, Magic Weapons, Regeneration",Monster Manual,Wizards of the Coast
Shadar-Kai Shadow Dancer,Medium,Humanoid (Elf),7.00,15,71,30,N,12,16,13,11,12,12,"DEX, CHA",Stealth,"Necroticimmu, charmedimmu, exhaustionimmu",Darkvision 60,"Common, Elvish","Fey Ancestry, Shadow Jump",Mordenkainen's Tome of Foes,Wizards of the Coast
Shield Guardian,Large,Construct,7.00,17,142,30,U,18,8,18,7,1,,None,None,"Poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu","Blindsight 10, darkvision 60",Any,"Bound, Regeneration, Spell Storing",Monster Manual,Wizards of the Coast
"Skeleton, Giant",Huge,Undead,7.00,17,115,30,NE,21,10,20,4,6,6,None,None,"Bludgeoningweak, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Giant,"Evasion, Magic Resistance, Turn Immunity",Tales from the Yawning Portal,Wizards of the Coast
"Slaad, Blue",Large,Aberration,7.00,15,123,30,CN,20,15,18,7,7,9,None,Perception,"Acidres, coldres, fireres, lightningres, thunderres",Darkvision 60,"Own, telepathy 60","Magic Resistance, Regeneration",Monster Manual,Wizards of the Coast
"Sorrowsworn, The Lost",Medium,Monstrosity,7.00,15,78,30,NE,17,12,15,6,7,5,None,Athletics,Darknessres,Darkvision 60,Common,None,Mordenkainen's Tome of Foes,Wizards of the Coast
"Troll, Venom",Large,Giant,7.00,15,94,30,CE,18,13,20,7,9,7,None,Perception,"Poisonimmu, poisonedimmu",Darkvision 60,Giant,"Keen Smell, Poison Splash, Regeneration",Mordenkainen's Tome of Foes,Wizards of the Coast
Yuan-Ti Abomination,Large,Monstrosity,7.00,15,127,40,NE,19,16,17,17,15,18,None,"Perception, Stealth","Poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Common, Draconic","Shapechanger, Innate Spellcasting, Magic Resistance",Monster Manual,Wizards of the Coast
"Yugoloth, Dhergo",Medium,Fiend (Yugoloth),7.00,15,119,30,NE,17,10,19,7,10,9,STR,None,"Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,Wizards of the Coast
Cloaker,Large,Aberration,8.00,14,78,"10, fly 40",CN,17,15,12,13,12,14,None,Stealth,None,Darkvision 60,"Deep Speech, Undercommon","Damage Transfer, False Appearance, Light Sensitivity",Monster Manual,Wizards of the Coast
Corpse Flower,Large,Plant,8.00,12,127,"20, climb 20",CE,14,14,16,7,15,3,None,None,"Blindedimmu, deafenedimmu",Blindsight 120,None,"Corpses, Spider Climb, Stench of Death",Mordenkainen's Tome of Foes,Wizards of the Coast
Deathlock Mastermind,Medium,Undead,8.00,13,110,30,NE,11,16,12,15,12,17,"INT, CHA","Arcana, History, Perception","Necroticres, nonmagicalres, nonsilveredres, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 120,Any,"Innate Spellcasting, Normal Spellcasting, Turn Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
"Demon, Hezrou",Large,Fiend (Demon),8.00,16,136,30,CE,19,17,20,5,12,13,"STR, CON, WIS",None,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, telepathy 120","Magic Resistance, Stench",Monster Manual,Wizards of the Coast
"Demon, Shoosuva",Large,Fiend (Demon),8.00,14,110,40,CE,18,13,17,7,14,9,"DEX, CON, WIS",None,"COldres, fireres, lightningres, nonmagicalres, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 60,"Abyssal, Gnoll, telepathy 120",Rampage,Volo's Guide to Monsters,Wizards of the Coast
"Devil, Chain",Medium,Fiend (Devil),8.00,16,85,30,LE,18,15,18,11,12,14,"CON, WIS, CHA",None,"Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120","Devil's Sight, Magic Resistance",Monster Manual,Wizards of the Coast
"Dinosaur, Tyrannosaurus Rex",Huge,Beast,8.00,13,136,50,U,25,10,19,2,12,9,None,Perception,None,Normal,None,None,Monster Manual,Wizards of the Coast
"Dragon, Chromatic, Green, Young",Large,Dragon,8.00,18,136,"40, fly 80, swim 40",LE,19,12,17,16,13,15,"DEX, CON, WIS, CHA","Deception, Perception, Stealth","Poisonimmu, poisonedimmu","Blindsight 60, darkvision 120","Common, Draconic",Amphibious,Monster Manual,Wizards of the Coast
"Dragon, Metallic, Bronze, Young",Large,Dragon,8.00,18,142,"40, fly 80, swim 40",LG,21,10,19,14,13,17,"DEX, CON, WIS, CHA","Insight, Perception, Stealth",Lightningimmu,"Blindsight 30, Darkvision 120","Common, Draconic",Amphibious,Monster Manual,Wizards of the Coast
Drow Priestess of Lolth,Medium,Humanoid,8.00,16,71,30,NE,10,14,12,13,17,18,"CON, WIS, CHA","Insight, Perception, Religion, Stealth",None,Darkvision 120,"Elvish, Undercommon","Fey Ancestry, Innate Spellcasting, Normal Spellcasting, Sunlight Sensitivity",Monster Manual,Wizards of the Coast
Fomorian,Huge,Giant,8.00,14,149,30,CE,23,10,20,9,14,6,None,"Perception, Stealth",None,Darkvision 120,"Giant, Undercommon",None,Monster Manual,Wizards of the Coast
"Giant, Frost",Huge,Giant,8.00,15,138,40,NE,23,9,21,9,10,12,"CON, WIS, CHA","Athletics, Perception",Coldimmu,Normal,Giant,None,Monster Manual,Wizards of the Coast
Githyanki Knight,Medium,Humanoid,8.00,18,91,30,LE,16,14,15,14,14,15,"CON, INT, WIS",None,None,Normal,Own,Innate Spellcasting,Monster Manual,Wizards of the Coast
Howler,Large,Fiend,8.00,16,90,40,CE,17,16,15,5,20,6,None,Perception,"Coldres, fireres, lightningres, nonmagicalres, frightenedimmu",Darkvision 60,Abyssal,Pack Tactics,Mordenkainen's Tome of Foes,Wizards of the Coast
Hydra,Huge,Monstrosity,8.00,15,172,"30, swim 30",U,20,12,20,2,10,7,None,Perception,None,Darkvision 60,None,"Hold Breath, Multiple Heads, Reactive Heads, Wakeful",Monster Manual,Wizards of the Coast
"Naga, Spirit",Large,Monstrosity,8.00,15,75,40,CE,18,17,14,16,15,16,"DEX, CON, INT, WIS, CHA",None,"Poisonimmu, charmedimmu, poisonedimmu",Darkvision 60,Abyssal Common,"Rejuvenation, Normal Spellcasting",Monster Manual,Wizards of the Coast
"NPC, Assassin",Medium,Humanoid,8.00,15,78,30,NOT GOOD,11,16,14,13,11,10,"DEX, INT","Acrobatics, Deception, Perception, Stealth",Poisonres,Normal,"Thieves' Cant, Any","Assassinate, Evasion, Sneak Attack",Monster Manual,Wizards of the Coast
"NPC, Blackguard",Medium,Humanoid (Any Race),8.00,18,153,30,NOT GOOD,18,11,18,11,14,15,"WIS, CHA","Athletics, Deception, Intimidation",None,Normal,Any,Normal Spellcasting,Volo's Guide to Monsters,Wizards of the Coast
"NPC, Diviner",Medium,Humanoid (Any Race),8.00,12,67,30,ANY,9,14,11,18,12,11,"INT, WIS","Arcana, History",None,Normal,Any,"Normal Spellcasting, Portent",Volo's Guide to Monsters,Wizards of the Coast
"Slaad, Green",Large,Aberration,8.00,16,127,30,CN,18,15,16,11,8,12,None,"Arcana, Perception","Acidres, coldres, fireres, lightningres, thunderres","Blindsight 30, darkvision 60","Own, telepathy 60","Shapechanger, Innate Spellcasting, Magic Resistance, Regeneration",Monster Manual,Wizards of the Coast
Sword Wraith Commander,Medium,Undead,8.00,18,127,30,LE,18,14,18,11,12,14,None,Perception,"Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, frightenedimmu, poisonedimmu, unconsciousimmu",Darkvision 60,Any,"Martial Fury, Turning Defiance",Mordenkainen's Tome of Foes,Wizards of the Coast
"Yugoloth, Cano",Medium,Fiend (Yugoloth),8.00,16,120,50,NE,18,10,17,5,17,12,None,"Investigation, Perception","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Darkvision 60, truesight 120","Abyssal, Infernal, telepathy 60","Dimensional Lock, Magic Resistance, Magic Weapons, Uncanny Senses",Mordenkainen's Tome of Foes,Wizards of the Coast
"Zombie, Tyrannosaurus",Huge,Undead,8.00,11,136,40,U,25,6,19,1,3,5,None,None,"Poisonimmu, poisonedimmu",Darkvision 60,None,"Disgorge Zombie, Undead Fortitude",Tomb of Annihilation,Wizards of the Coast
"Demon, Glabrezu",Large,Fiend (Demon),9.00,17,157,40,CE,20,15,21,19,17,16,"STR, CON, WIS, CHA",None,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Truesight 120,"Abyssal, telepathy 120","Innate Spellcasting, Magic Resistance",Monster Manual,Wizards of the Coast
"Devil, Bone",Large,Fiend (Devil),9.00,19,142,"40, 40 fly",LE,18,16,18,13,14,16,"INT, WIS, CHA","Deception, Insight","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120","Devil's Sight, Magic Resistance",Monster Manual,Wizards of the Coast
"Dragon, Chromatic, Blue, Young",Large,Dragon,9.00,18,152,"40, 20 burrow, 80 fly",LE,21,10,19,14,13,17,"DEX, CON, WIS, CHA","Perception, Stealth",Lightningimmu,"Blindsight 10, darkvision 60",Draconic,None,Monster Manual,Wizards of the Coast
"Dragon, Metallic, Silver, Young",Large,Dragon,9.00,18,168,"40, fly 80",LG,23,10,21,14,11,19,"DEX, CON, WIS, CHA","Arcana, History, Perception, Stealth",Coldimmu,"Blindsight 30, darkvision 120","Common, Draconic",None,Monster Manual,Wizards of the Coast
Drow House Captain,Medium,Humanoid (Elf),9.00,16,162,30,NE,14,19,15,12,14,13,"DEX, CON, WIS","Perception, Stealth",None,Darkvision 120,"Elvish, Undercommon","Battle Command, Fey Ancestry, Innate Spellcasting, Sunlight Sensitivity",Mordenkainen's Tome of Foes,Wizards of the Coast
"Giant, Cloud",Huge,Giant,9.00,14,200,40,NG/NE,27,10,22,12,16,16,"CON, WIS, CHA","Insight, Perception",None,Normal,"Common, Giant","Keen Smell, Innate Spellcasting",Monster Manual,Wizards of the Coast
"Giant, Fire",Huge,Giant,9.00,18,162,30,LE,25,9,23,10,14,13,"DEX, CON, CHA","Athletics, Perception",Fireimmu,Normal,Giant,None,Monster Manual,Wizards of the Coast
"Gnoll, Flind",Medium,Humanoid (Gnoll),9.00,16,127,30,CE,20,10,19,11,13,12,"CON, WIS","Intimation, Perception",None,Darkvision 60,"Gnoll, Abyssal",Aura of Blood Thirst,Volo's Guide to Monsters,Wizards of the Coast
"Golem, Clay",Large,Construct,9.00,14,133,20,U,20,9,18,3,8,1,None,None,"Acidimmu, poisonimmu, psychicimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Creator,"Acid Absorption, Berserk, Immutable Form, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
"Mind Flayer, Ulitharid",Large,Aberration,9.00,15,127,30,LE,15,12,15,21,19,21,"INT, WIS, CHA","Arcana, Insight, Perception, Stealth",None,Darkvision 120,"Deep Speech, Undercommon, telepathy 2 miles","Creature Sense, Magic Resistance, Psionic Hub, Innate SPellcasting (Psionics)",Volo's Guide to Monsters,Wizards of the Coast
"NPC, Abjurer",Medium,Humanoid (Any Race),9.00,12,84,30,ANY,9,14,14,18,12,11,"INT, WIS","Arcana, History",None,Normal,Any,"Normal Spellcasting, Arcane Ward",Volo's Guide to Monsters,Wizards of the Coast
"NPC, Champion",Medium,Humanoid (Any Race),9.00,18,143,30,ANY,20,15,14,10,14,12,"STR, CON","Athletics, Intimidation, Perception",None,Normal,Any,"Indomitable, Second Wind",Volo's Guide to Monsters,Wizards of the Coast
"NPC, Evoker",Medium,Humanoid (Any Race),9.00,12,66,30,ANY,9,14,12,17,12,11,"INT, WIS","Arcana, History",None,Normal,Any,"Normal Spellcasting, Sculpt Spells",Volo's Guide to Monsters,Wizards of the Coast
"NPC, Necromancer",Medium,Humanoid (Any Race),9.00,12,66,30,ANY,9,14,12,17,12,11,"INT, WIS","Arcana, History",Necroticres,Normal,Any,"Normal Spellcasting, Grim Harvest",Volo's Guide to Monsters,Wizards of the Coast
"NPC, War Priest",Medium,Humanoid (Any Race),9.00,18,117,30,ANY,16,10,14,11,17,13,"CON, WIS","Intimidation, Religion",None,Normal,Any,Normal Spellcasting,Volo's Guide to Monsters,Wizards of the Coast
"Salamander, Frost",Huge,Elemental,9.00,17,168,"60, burrow 40, climb 40",U,20,12,18,7,11,7,"CON, WIS",Perception,"Fireweak, coldimmu","Darkvision 60, tremorsense 60",Primordial,Burning Fury,Mordenkainen's Tome of Foes,Wizards of the Coast
Shadar-Kai Gloom Weaver,Medium,Humanoid (Elf),9.00,14,104,30,N,11,18,14,15,12,18,"DEX, CON",None,"Necroticimmu, charmedimmu, exhaustionimmu",Darkvision 60,"Common, Elvish","Burden of Time, Fey Ancestry, Innate Spellcasting, Normal Spellcasting",Mordenkainen's Tome of Foes,Wizards of the Coast
"Slaad, Gray",Medium,Aberration,9.00,18,127,30,CN,17,17,16,13,8,14,None,"Arcana, Perception","Acidres, coldres, fireres, lightningres, thunderres","Blindsight 60, darkvision 60","Own, telepathy 60","Shapechanger, Innate Spellcasting, Magic Resistance, Magic Weapons, Regeneration",Monster Manual,Wizards of the Coast
"Sorrowsworn, The Lonely",Medium,Monstrosity,9.00,16,112,30,NE,16,12,17,6,11,6,None,None,Darknessres,Darkvision 60,Common,"Psychic Leech, Thrives on Company",Mordenkainen's Tome of Foes,Wizards of the Coast
Treant,Huge,Plant,9.00,16,138,30,CG,23,8,21,12,16,12,None,None,"Bludgeoningres, piercingres, fireweak",Normal,"Common, Druidic, Elvish, Sylvan","False Appearance, Siege Monster",Monster Manual,Wizards of the Coast
"Troll, Rot",Large,Giant,9.00,16,138,30,CE,18,13,22,5,8,4,None,Perception,Necroticimmu,Darkvision 60,Giant,Rancid Degeneration,Mordenkainen's Tome of Foes,Wizards of the Coast
"Yeti, Abominable",Huge,Monstrosity,9.00,15,137,"40, 40 climb",CE,24,10,22,9,13,9,None,"Perception, Stealth",Poisonres,Darkvision 60,Own,"Fear of Fire, Keen Smell, Snow Camouflage",Monster Manual,Wizards of the Coast
"Yugoloth, Hydro",Medium,Fiend (Yugoloth),9.00,15,135,"20, swim 40",NE,12,21,16,19,10,14,None,"Insight, Perception","Fireweak, coldres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Amphibious, Innate Spellcasting, Magic Resistance, Magic Weapons, Secure Memory, Watery Advantage",Mordenkainen's Tome of Foes,Wizards of the Coast
"Yugoloth, Nyca",Large,Fiend,9.00,18,123,"40, fly 60",NE,20,11,19,12,10,15,None,"Intimidation, Perception, Stealth","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Innate Spellcasting, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
Aboleth,Large,Aberration,10.00,17,135,"10, swim 40",LE,21,9,15,18,15,18,"CON, INT, WIS","History, Perception",None,Darkvision 120,"Deep Speech, Telepathy 120","Amphibious,  Mucous Cloud, Probing Telepathy, Legendary, Lair",Monster Manual,Wizards of the Coast
"Angel, Deva",Medium,Celestial,10.00,17,136,"30, 90 fly",LG,18,18,18,17,20,20,"WIS, CHA","Insight, Perception","Radiantres, nonmagicalres, charmedimmu, exhaustionimmu, frightenedimmu",Darkvision 120,"All, Telepathy 120","Angelic Weapons, Innate Spellcasting, Magic Resistance",Monster Manual,Wizards of the Coast
"Beholder, Death Kiss",Large,Aberration,10.00,16,161,fly 30,NE,18,14,18,10,12,10,"CON, WIS",Perception,"Lightningimmu, proneimmu",Darkvision 120,"Deep Speech, Undercommon",Lightning Blood,Volo's Guide to Monsters,Wizards of the Coast
"Demon, Yochlol",Medium,Fiend (Demon),10.00,15,136,"30, 30 climb",CE,15,14,18,13,15,15,"DEX, INT, WIS, CHA","Deception, Insight","Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Elvish, Undercommon","Shapechanger, Magic Resistance, Spider Climb, Innate Spellcasting, Web Walker",Monster Manual,Wizards of the Coast
"Devil, Orthon",Large,Fiend (Devil),10.00,17,105,"30, climb 30",LE,22,16,21,15,15,16,"DEX, CON, WIS","Perception, Stealth, Survival","COldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, poisonedimmu","Darkvision 120, truesight 30","Common, INfernal, telepathy 120","Invisibility Field, Magic Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
"Dragon, Chromatic, Red, Young",Large,Dragon,10.00,18,178,"30, climb 30, fly 60",CE,23,10,21,14,11,19,"DEX, CON, WIS, CHA","Perception, Stealth",Fireimmu,"Blindsight 10, darkvision 60","Common, Draconic",None,Monster Manual,Wizards of the Coast
